CAGR,Sharpe,PF,WinRate,MDD,Trades
0.33683117718080635,8.19297643397145,1.3802030376049896,0.35526816279954354,-0.2469111018300182,2629
0.24956603549296563,6.508683056525223,1.2902431935801575,0.35640928109547354,-0.2952921252032934,2629
0.3640268328874976,8.766173915606236,1.4052171295738047,0.3571700266260936,-0.22688052273148196,2629
0.2559882793176673,6.65696469758612,1.2982093532604064,0.35564853556485354,-0.20378114013884863,2629
0.19142378819903705,5.256311513683986,1.2286694270345662,0.3594522632179536,-0.31028347543451107,2629
0.3925240229134199,9.569630375067417,1.4478493899678373,0.37276531000380375,-0.21449298102992886,2629
0.2861266854062603,7.493619421759276,1.3408775472794636,0.36477748193229365,-0.25790778509602574,2629
0.26481464213932937,7.0946439347640675,1.2992312168323177,0.35640928109547354,-0.2841587821175575,2629
0.23826234843296024,6.624571543539027,1.2807688649417754,0.35260555344237354,-0.22195400876606697,2629
0.2508976733375632,6.405897190041533,1.2878441323186407,0.3586915176873336,-0.21589726839556256,2629
0.17578496592438442,5.100914605406616,1.221102620160813,0.3514644351464435,-0.4003502222444051,2629
0.15620396980444728,4.799957460347082,1.200113583486786,0.3491821985545835,-0.2592624557186618,2629
0.28163715597808436,7.335828911092509,1.3254016922198903,0.3720045644731837,-0.1857558808635008,2629
0.3814494639204684,9.365637595889881,1.444383999130337,0.3609737542791936,-0.21405921712368714,2629
0.2348031630731826,6.26351736838331,1.2725582980730052,0.3602130087485736,-0.41575544032825484,2629
0.34257362088190524,8.653275932500396,1.408462559436639,0.36591860022822364,-0.18420988861374132,2629
0.18490374011488409,5.280768913797683,1.2220749086148657,0.35450741726892354,-0.37027492675019946,2629
0.19590174354867473,5.794911168009817,1.2504658711529364,0.35184480791175354,-0.2731575916410651,2629
0.2653952410874243,6.761664249510855,1.2975090053039549,0.3678204640547737,-0.23873458821857352,2629
0.39951041303472024,9.764822171675554,1.4529873233550898,0.36667934575884364,-0.24941558995815805,2629
0.2665719775128894,7.010065932835495,1.304420285078344,0.34613921643210344,-0.2571592614505511,2629
0.277868283654626,7.123202032185869,1.31679309013059,0.35526816279954354,-0.2258772778176581,2629
0.2927780083374796,7.478311626530438,1.334285385003483,0.37276531000380375,-0.25856247282234446,2629
0.3117529383941011,7.676600662575577,1.3505080511556977,0.3609737542791936,-0.17933698841890666,2629
0.21122848029223817,6.100934011684322,1.260378547949315,0.35412704450361354,-0.18488030009602163,2629
0.23308658160239815,6.55232959264398,1.2864714798738675,0.36553822746291365,-0.23019500639117718,2629
0.34931152541488664,8.461341655421569,1.3889577392247505,0.3682008368200837,-0.19133724842426147,2629
0.1665827467724157,4.969179734005176,1.206174893042071,0.36363636363636365,-0.30122970009995154,2629
0.1474005044429263,4.571222015053414,1.188025682731982,0.35450741726892354,-0.26851928384282786,2629
0.3758834412344805,9.299323342481909,1.4150419290881504,0.36705971852415364,-0.1777950549165105,2629
0.21370751634156715,6.050093706473059,1.261458909627434,0.3503233168505135,-0.25600514723092926,2629
0.22795941094649996,6.364560303281936,1.274442690239296,0.34575884366679344,-0.3573090245292654,2629
0.11619804885814333,3.6704282111308237,1.1498010280241007,0.35450741726892354,-0.46415053510295257,2629
