CAGR,Sharpe,PF,WinRate,MDD,Trades
1.1646438231936673,16.821070808342263,2.7922541502711633,0.2632135306553911,-0.15323804334499125,946
1.101521201276598,20.864070312559722,2.9488500549309578,0.26004228329809725,-0.18178050398910617,946
0.9991418318363707,16.364959328766684,2.574821444261183,0.2346723044397463,-0.24874673176912965,946
0.5273998094378534,15.00788984390398,2.0513665146935867,0.2536997885835095,-0.23121083303780587,946
1.0514491688903598,17.740977482874047,2.8473370189394305,0.24841437632135308,-0.16643385239944586,946
0.7288903815144354,14.282063161441602,2.3646279215468637,0.22304439746300211,-0.24854879376080308,946
0.6165646037705532,13.895592588116644,2.1775983024720924,0.22938689217758984,-0.24391913496325823,946
0.8765528337173334,18.400931371678762,2.5188286289874275,0.25052854122621565,-0.21407566649732257,946
0.6960848536764672,16.49543544842667,2.2859510056615555,0.22832980972515857,-0.20999572589917193,946
0.7349172675110087,17.228253648766284,2.3672929270398027,0.2536997885835095,-0.2387760796772852,946
0.6331256323497838,13.643069141609013,2.081760092567756,0.23255813953488372,-0.27005788265172037,946
0.8508306695408954,16.499193255616802,2.5398973508843765,0.23255813953488372,-0.14616238901435108,946
0.8517919635740978,15.04194227505832,2.4088321176440806,0.23678646934460887,-0.19917292404607878,946
0.8173171862103026,16.95944332203196,2.431912087642199,0.23150105708245244,-0.2587096599179043,946
1.1025800178445224,20.712271162676025,2.772076772016074,0.2653276955602537,-0.2070646783275929,946
0.7211747823036896,14.395909810545133,2.3459591028934352,0.22938689217758984,-0.20447139183249963,946
1.1500223746393274,19.546454458519833,3.1455757430140587,0.2632135306553911,-0.17490891004288922,946
0.7723135347770829,16.978756260468952,2.3216964559930697,0.23150105708245244,-0.2190680753794203,946
0.4901718886411708,13.196974104808108,1.9273612519400747,0.24735729386892177,-0.30485435492114954,946
0.7033575311416196,16.249717109755387,2.249566806812904,0.22938689217758984,-0.19673272294608246,946
0.510999140900084,14.344209079188637,2.0040300527957893,0.23044397463002114,-0.16560999248945596,946
