state,n,occ,mean_ret,vol,ema_slope,close_over_ema,avg_dwell,role
0,774,0.21049768833288007,0.002586600067565909,0.06509661981775397,-0.0028203017212790945,0.00756810524939748,15.176470588235293,Chop
1,1466,0.398694587979331,0.011472364489001494,0.035558168206975244,149.21797297304295,0.06098947661061062,14.372549019607844,Bullish
2,1437,0.39080772368778893,-0.008895513061818142,0.04067480232952624,-74.24197239217588,-0.027523163376801142,12.945945945945946,Bearish
