time,Open,High,Low,Close,Volume
2023-03-01 00:00:00+00:00,23144.37000000,23221.87000000,23025.17000000,23103.31000000,407.89969560
2023-03-01 01:00:00+00:00,23103.30000000,23299.98000000,23077.00000000,23253.04000000,432.05835587
2023-03-01 02:00:00+00:00,23250.52000000,23338.00000000,23239.47000000,23333.54000000,199.68783793
2023-03-01 03:00:00+00:00,23333.53000000,23496.14000000,23310.00000000,23443.06000000,500.23783506
2023-03-01 04:00:00+00:00,23443.07000000,23850.00000000,23433.95000000,23788.52000000,669.20326389
2023-03-01 05:00:00+00:00,23794.32000000,23825.00000000,23639.34000000,23692.86000000,435.93072465
2023-03-01 06:00:00+00:00,23692.86000000,23802.34000000,23669.71000000,23752.74000000,405.34562506
2023-03-01 07:00:00+00:00,23755.63000000,23764.79000000,23688.93000000,23718.30000000,231.62149786
2023-03-01 08:00:00+00:00,23718.29000000,23999.99000000,23685.96000000,23868.66000000,577.55037955
2023-03-01 09:00:00+00:00,23869.72000000,23909.81000000,23729.36000000,23757.23000000,420.11440546
2023-03-01 10:00:00+00:00,23757.51000000,23786.61000000,23677.48000000,23779.57000000,224.76625743
2023-03-01 11:00:00+00:00,23778.75000000,23788.10000000,23703.44000000,23739.60000000,233.89568696
2023-03-01 12:00:00+00:00,23739.60000000,23823.89000000,23702.90000000,23723.78000000,641.89906062
2023-03-01 13:00:00+00:00,23723.73000000,23734.64000000,23617.08000000,23690.67000000,759.13811197
2023-03-01 14:00:00+00:00,23690.67000000,23886.33000000,23571.95000000,23681.35000000,1062.28768254
2023-03-01 15:00:00+00:00,23682.53000000,23771.48000000,23572.90000000,23712.38000000,897.90880052
2023-03-01 16:00:00+00:00,23711.92000000,23748.39000000,23558.88000000,23695.88000000,641.72125358
2023-03-01 17:00:00+00:00,23694.33000000,23747.59000000,23673.15000000,23708.02000000,489.48230480
2023-03-01 18:00:00+00:00,23708.50000000,23729.63000000,23653.05000000,23695.01000000,320.43130500
2023-03-01 19:00:00+00:00,23695.01000000,23696.56000000,23329.51000000,23358.73000000,772.25778186
2023-03-01 20:00:00+00:00,23358.67000000,23474.07000000,23305.30000000,23421.12000000,541.50844026
2023-03-01 21:00:00+00:00,23421.13000000,23590.85000000,23367.01000000,23556.92000000,471.73358391
2023-03-01 22:00:00+00:00,23556.92000000,23577.58000000,23445.30000000,23537.46000000,384.85930770
