time,Open,High,Low,Close,Volume
2022-09-01 00:00:00+00:00,20048.27000000,20135.79000000,19914.87000000,20064.37000000,1479.39335869
2022-09-01 01:00:00+00:00,20064.36000000,20179.55000000,20050.76000000,20125.39000000,926.98025017
2022-09-01 02:00:00+00:00,20125.38000000,20205.53000000,20067.25000000,20118.66000000,892.78675767
2022-09-01 03:00:00+00:00,20118.01000000,20182.29000000,19929.03000000,20023.54000000,850.88773430
2022-09-01 04:00:00+00:00,20021.37000000,20094.83000000,19992.21000000,20054.87000000,372.16560071
2022-09-01 05:00:00+00:00,20054.10000000,20137.81000000,20031.98000000,20039.68000000,547.81605138
2022-09-01 06:00:00+00:00,20038.48000000,20054.42000000,19945.55000000,19981.11000000,649.84566964
2022-09-01 07:00:00+00:00,19981.04000000,19981.93000000,19800.00000000,19891.46000000,1153.26756602
2022-09-01 08:00:00+00:00,19892.64000000,19940.03000000,19821.27000000,19928.13000000,737.83732500
2022-09-01 09:00:00+00:00,19928.09000000,19982.18000000,19830.34000000,19933.73000000,824.93186456
2022-09-01 10:00:00+00:00,19933.78000000,20037.20000000,19913.85000000,20017.01000000,629.93541757
2022-09-01 11:00:00+00:00,20019.48000000,20125.26000000,19975.69000000,20073.61000000,754.19427630
2022-09-01 12:00:00+00:00,20073.61000000,20096.64000000,19887.05000000,19997.25000000,868.61519690
2022-09-01 13:00:00+00:00,19994.18000000,20041.14000000,19905.68000000,19974.50000000,1378.61898997
2022-09-01 14:00:00+00:00,19972.47000000,19991.88000000,19662.28000000,19695.15000000,1829.84788853
2022-09-01 15:00:00+00:00,19691.83000000,19843.43000000,19651.54000000,19784.29000000,1060.83728028
2022-09-01 16:00:00+00:00,19782.47000000,19821.87000000,19561.01000000,19660.09000000,1780.96178363
2022-09-01 17:00:00+00:00,19660.07000000,19961.59000000,19634.67000000,19723.51000000,1417.89370905
2022-09-01 18:00:00+00:00,19723.44000000,19945.26000000,19700.29000000,19813.08000000,1284.59162031
2022-09-01 19:00:00+00:00,19813.01000000,19907.51000000,19780.40000000,19872.00000000,898.44251168
2022-09-01 20:00:00+00:00,19872.20000000,20097.70000000,19844.00000000,20068.80000000,916.26726722
2022-09-01 21:00:00+00:00,20068.46000000,20169.95000000,20035.91000000,20083.75000000,804.53554968
2022-09-01 22:00:00+00:00,20083.75000000,20178.50000000,20067.00000000,20076.83000000,1205.14231814
2022-09-01 23:00:00+00:00,20078.54000000,20148.40000000,20053.17000000,20133.65000000,592.85263862
2022-09-02 00:00:00+00:00,20132.67000000,20137.14000000,20046.89000000,20071.05000000,883.98021545
2022-09-02 01:00:00+00:00,20071.17000000,20092.35000000,20008.32000000,20047.17000000,532.04428824
2022-09-02 02:00:00+00:00,20048.10000000,20081.09000000,19954.41000000,20033.03000000,681.41834103
2022-09-02 03:00:00+00:00,20033.03000000,20241.00000000,20029.16000000,20155.61000000,896.56490082
2022-09-02 04:00:00+00:00,20155.38000000,20294.46000000,20138.87000000,20159.58000000,487.26672022
2022-09-02 05:00:00+00:00,20157.49000000,20171.28000000,20077.60000000,20125.31000000,405.66590662
2022-09-02 06:00:00+00:00,20124.86000000,20133.90000000,20056.19000000,20104.40000000,344.25965870
2022-09-02 07:00:00+00:00,20105.37000000,20122.01000000,20038.17000000,20112.34000000,339.75206602
2022-09-02 08:00:00+00:00,20109.04000000,20139.60000000,20064.77000000,20095.60000000,313.30420163
2022-09-02 09:00:00+00:00,20095.59000000,20163.68000000,20072.94000000,20134.46000000,272.35575221
2022-09-02 10:00:00+00:00,20136.14000000,20173.76000000,20041.56000000,20067.72000000,476.44283087
2022-09-02 11:00:00+00:00,20067.80000000,20099.81000000,19987.90000000,20090.90000000,382.89491757
2022-09-02 12:00:00+00:00,20090.27000000,20373.10000000,20023.05000000,20283.53000000,1930.12286285
2022-09-02 13:00:00+00:00,20284.25000000,20402.66000000,20247.24000000,20265.93000000,1464.43999071
2022-09-02 14:00:00+00:00,20265.37000000,20444.00000000,20200.64000000,20368.80000000,1302.40966328
2022-09-02 15:00:00+00:00,20368.80000000,20405.98000000,20285.13000000,20363.34000000,1038.07479815
2022-09-02 16:00:00+00:00,20363.72000000,20385.66000000,20093.55000000,20130.81000000,1400.39999544
2022-09-02 17:00:00+00:00,20129.46000000,20129.47000000,19764.06000000,19804.79000000,1881.38673135
2022-09-02 18:00:00+00:00,19803.62000000,20082.26000000,19755.00000000,19937.60000000,1479.13144083
2022-09-02 19:00:00+00:00,19935.79000000,19991.74000000,19783.85000000,19909.35000000,1120.30336562
2022-09-02 20:00:00+00:00,19912.80000000,19980.95000000,19860.92000000,19965.34000000,553.84798984
2022-09-02 21:00:00+00:00,19965.12000000,20020.00000000,19926.09000000,19977.28000000,450.32677912
2022-09-02 22:00:00+00:00,19977.27000000,20019.85000000,19880.19000000,19991.13000000,709.78909411
2022-09-02 23:00:00+00:00,19991.74000000,20004.30000000,19925.83000000,19953.74000000,583.36339237
2022-09-03 00:00:00+00:00,19953.40000000,20053.90000000,19922.52000000,20003.78000000,829.26954454
2022-09-03 01:00:00+00:00,20002.30000000,20009.45000000,19929.32000000,19957.37000000,396.01880590
2022-09-03 02:00:00+00:00,19957.03000000,19968.75000000,19896.31000000,19941.52000000,418.88519517
2022-09-03 03:00:00+00:00,19941.88000000,19941.91000000,19868.81000000,19899.84000000,385.63610651
