time,Open,High,Low,Close,Volume
2019-03-01 00:00:00+00:00,3792.14000000,3799.77000000,3792.14000000,3794.99000000,269.71396473
2019-03-01 01:00:00+00:00,3794.99000000,3804.74000000,3791.65000000,3804.00000000,277.07896345
2019-03-01 02:00:00+00:00,3804.00000000,3804.82000000,3799.91000000,3800.67000000,178.53201150
2019-03-01 03:00:00+00:00,3800.67000000,3806.52000000,3800.66000000,3806.52000000,155.81728652
2019-03-01 04:00:00+00:00,3806.52000000,3806.52000000,3799.94000000,3802.13000000,173.38857966
2019-03-01 05:00:00+00:00,3802.12000000,3803.00000000,3800.06000000,3800.39000000,115.66446869
2019-03-01 06:00:00+00:00,3800.39000000,3802.00000000,3800.00000000,3801.79000000,136.35882984
2019-03-01 07:00:00+00:00,3801.80000000,3809.28000000,3791.31000000,3809.28000000,677.26492092
2019-03-01 08:00:00+00:00,3809.28000000,3809.99000000,3802.86000000,3809.40000000,120.19801744
2019-03-01 09:00:00+00:00,3809.40000000,3826.00000000,3809.39000000,3816.19000000,264.11093452
2019-03-01 10:00:00+00:00,3816.20000000,3816.20000000,3809.21000000,3811.72000000,88.70496898
2019-03-01 11:00:00+00:00,3811.71000000,3815.00000000,3809.40000000,3810.19000000,119.30019437
2019-03-01 12:00:00+00:00,3810.20000000,3811.66000000,3808.87000000,3809.84000000,109.31183188
2019-03-01 13:00:00+00:00,3809.85000000,3817.26000000,3807.32000000,3817.00000000,213.54208499
2019-03-01 14:00:00+00:00,3817.00000000,3819.97000000,3813.02000000,3819.88000000,215.86528808
2019-03-01 15:00:00+00:00,3819.88000000,3819.99000000,3814.57000000,3815.28000000,246.20615395
2019-03-01 16:00:00+00:00,3815.27000000,3833.00000000,3815.27000000,3828.56000000,514.97059428
2019-03-01 17:00:00+00:00,3828.56000000,3843.00000000,3828.52000000,3833.71000000,493.25051516
2019-03-01 18:00:00+00:00,3833.72000000,3835.74000000,3824.50000000,3834.34000000,351.92609173
2019-03-01 19:00:00+00:00,3834.35000000,3835.88000000,3827.64000000,3829.67000000,255.05757298
2019-03-01 20:00:00+00:00,3828.80000000,3829.99000000,3827.62000000,3829.01000000,302.92022159
2019-03-01 21:00:00+00:00,3829.01000000,3834.51000000,3828.00000000,3829.33000000,307.37094839
2019-03-01 22:00:00+00:00,3829.35000000,3840.00000000,3792.00000000,3814.01000000,907.85308461
2019-03-01 23:00:00+00:00,3814.01000000,3816.00000000,3805.00000000,3806.17000000,322.29144416
2019-03-02 00:00:00+00:00,3806.17000000,3814.08000000,3802.94000000,3811.72000000,214.54998204
2019-03-02 01:00:00+00:00,3811.72000000,3815.47000000,3810.00000000,3815.35000000,144.17360418
2019-03-02 02:00:00+00:00,3815.35000000,3816.00000000,3812.50000000,3815.30000000,146.43997085
2019-03-02 03:00:00+00:00,3815.96000000,3818.08000000,3814.23000000,3816.81000000,130.52588534
2019-03-02 04:00:00+00:00,3816.81000000,3816.81000000,3795.00000000,3803.00000000,255.35514544
2019-03-02 05:00:00+00:00,3803.00000000,3810.00000000,3796.57000000,3804.46000000,114.32794001
2019-03-02 06:00:00+00:00,3804.46000000,3807.25000000,3802.15000000,3802.15000000,58.33399140
2019-03-02 07:00:00+00:00,3802.16000000,3802.16000000,3785.25000000,3792.82000000,157.42327968
2019-03-02 08:00:00+00:00,3792.82000000,3801.00000000,3763.00000000,3797.14000000,343.73470935
2019-03-02 09:00:00+00:00,3797.29000000,3801.62000000,3794.00000000,3794.01000000,58.56735739
2019-03-02 10:00:00+00:00,3794.00000000,3802.68000000,3791.85000000,3802.68000000,58.46069189
2019-03-02 11:00:00+00:00,3802.68000000,3816.21000000,3802.09000000,3808.89000000,79.97695217
2019-03-02 12:00:00+00:00,3808.90000000,3814.91000000,3807.00000000,3811.01000000,119.97074088
2019-03-02 13:00:00+00:00,3811.01000000,3817.00000000,3810.00000000,3811.43000000,119.90821609
2019-03-02 14:00:00+00:00,3811.43000000,3812.00000000,3805.08000000,3808.00000000,144.62462792
2019-03-02 15:00:00+00:00,3808.00000000,3813.67000000,3801.00000000,3801.01000000,280.47760417
2019-03-02 16:00:00+00:00,3801.01000000,3810.27000000,3793.00000000,3805.81000000,264.61572148
2019-03-02 17:00:00+00:00,3805.80000000,3805.81000000,3796.57000000,3799.65000000,178.68507616
2019-03-02 18:00:00+00:00,3796.79000000,3805.80000000,3793.87000000,3803.01000000,174.24047957
2019-03-02 19:00:00+00:00,3803.52000000,3808.08000000,3800.02000000,3808.08000000,119.38033666
2019-03-02 20:00:00+00:00,3808.08000000,3808.29000000,3801.00000000,3803.01000000,134.12859685
2019-03-02 21:00:00+00:00,3803.01000000,3810.00000000,3801.75000000,3810.00000000,129.32266152
2019-03-02 22:00:00+00:00,3810.00000000,3813.83000000,3805.51000000,3811.85000000,177.52922605
