time,Open,High,Low,Close,Volume
2018-11-01 00:00:00+00:00,6304.18000000,6307.85000000,6298.34000000,6305.41000000,133.61579102
2018-11-01 01:00:00+00:00,6305.40000000,6305.62000000,6301.85000000,6303.12000000,76.99227665
2018-11-01 02:00:00+00:00,6303.12000000,6304.72000000,6297.00000000,6302.43000000,137.61643006
2018-11-01 03:00:00+00:00,6302.43000000,6302.43000000,6296.10000000,6297.51000000,98.69021545
2018-11-01 04:00:00+00:00,6297.55000000,6299.15000000,6293.44000000,6299.12000000,78.05292172
2018-11-01 05:00:00+00:00,6299.13000000,6300.45000000,6295.00000000,6295.00000000,55.88862987
2018-11-01 06:00:00+00:00,6295.01000000,6305.45000000,6294.01000000,6305.45000000,167.82556706
2018-11-01 07:00:00+00:00,6305.48000000,6307.32000000,6299.37000000,6307.32000000,164.11470088
2018-11-01 08:00:00+00:00,6307.32000000,6307.32000000,6301.36000000,6301.93000000,302.33445816
2018-11-01 09:00:00+00:00,6301.93000000,6307.32000000,6301.93000000,6307.32000000,75.55204574
2018-11-01 10:00:00+00:00,6307.32000000,6308.22000000,6307.31000000,6308.22000000,74.56979905
2018-11-01 11:00:00+00:00,6308.22000000,6308.92000000,6307.90000000,6308.92000000,91.78478395
2018-11-01 12:00:00+00:00,6308.92000000,6308.92000000,6307.50000000,6307.50000000,153.25054643
2018-11-01 13:00:00+00:00,6307.51000000,6307.51000000,6304.00000000,6304.01000000,385.72411995
2018-11-01 14:00:00+00:00,6304.01000000,6307.72000000,6303.25000000,6307.51000000,243.78088107
2018-11-01 15:00:00+00:00,6307.50000000,6309.00000000,6304.81000000,6305.26000000,215.55516814
2018-11-01 16:00:00+00:00,6305.26000000,6305.64000000,6300.88000000,6305.00000000,195.75600651
2018-11-01 17:00:00+00:00,6305.00000000,6309.99000000,6304.24000000,6309.99000000,205.27042913
2018-11-01 18:00:00+00:00,6309.98000000,6315.18000000,6309.98000000,6313.96000000,227.95193634
2018-11-01 19:00:00+00:00,6313.96000000,6327.00000000,6313.71000000,6319.98000000,342.44019589
2018-11-01 20:00:00+00:00,6319.99000000,6337.37000000,6318.26000000,6337.23000000,341.50980694
2018-11-01 21:00:00+00:00,6337.24000000,6360.00000000,6330.00000000,6346.01000000,251.10027001
2018-11-01 22:00:00+00:00,6346.01000000,6349.89000000,6335.19000000,6339.75000000,168.77660244
2018-11-01 23:00:00+00:00,6339.75000000,6349.99000000,6337.97000000,6344.00000000,302.82439832
2018-11-02 00:00:00+00:00,6344.00000000,6378.77000000,6343.99000000,6378.77000000,238.91749813
2018-11-02 01:00:00+00:00,6378.77000000,6378.77000000,6365.82000000,6369.01000000,280.77701785
2018-11-02 02:00:00+00:00,6369.00000000,6369.99000000,6346.77000000,6357.38000000,324.92942978
2018-11-02 03:00:00+00:00,6357.39000000,6359.62000000,6354.00000000,6358.50000000,170.78295135
2018-11-02 04:00:00+00:00,6358.49000000,6370.00000000,6355.00000000,6355.01000000,208.64768702
2018-11-02 05:00:00+00:00,6355.01000000,6356.94000000,6355.00000000,6356.34000000,68.46074121
2018-11-02 06:00:00+00:00,6356.34000000,6356.35000000,6350.16000000,6352.14000000,66.48542280
2018-11-02 07:00:00+00:00,6352.15000000,6353.88000000,6345.84000000,6349.89000000,83.57220010
2018-11-02 08:00:00+00:00,6349.96000000,6350.00000000,6345.88000000,6345.89000000,57.42232649
2018-11-02 09:00:00+00:00,6345.88000000,6345.89000000,6333.94000000,6339.33000000,357.10712302
2018-11-02 10:00:00+00:00,6339.33000000,6343.15000000,6334.00000000,6339.99000000,64.04598232
2018-11-02 11:00:00+00:00,6340.00000000,6345.52000000,6339.99000000,6345.00000000,79.53220199
2018-11-02 12:00:00+00:00,6344.99000000,6349.99000000,6341.27000000,6344.99000000,112.67645511
2018-11-02 13:00:00+00:00,6344.99000000,6360.93000000,6344.99000000,6358.80000000,266.96767881
2018-11-02 14:00:00+00:00,6358.80000000,6364.88000000,6355.39000000,6364.01000000,137.52147624
2018-11-02 15:00:00+00:00,6364.01000000,6372.61000000,6359.67000000,6360.00000000,234.45546144
2018-11-02 16:00:00+00:00,6360.00000000,6365.00000000,6350.83000000,6351.75000000,198.13700874
2018-11-02 17:00:00+00:00,6351.75000000,6358.79000000,6348.72000000,6348.98000000,183.15498229
2018-11-02 18:00:00+00:00,6348.95000000,6354.42000000,6348.22000000,6353.95000000,170.77578578
2018-11-02 19:00:00+00:00,6353.95000000,6357.31000000,6347.93000000,6354.95000000,201.24441061
2018-11-02 20:00:00+00:00,6354.95000000,6355.00000000,6350.00000000,6352.10000000,164.99194368
2018-11-02 21:00:00+00:00,6352.09000000,6355.00000000,6350.30000000,6354.38000000,161.45019136
2018-11-02 22:00:00+00:00,6354.38000000,6354.50000000,6344.38000000,6345.83000000,197.63184441
2018-11-02 23:00:00+00:00,6345.83000000,6353.53000000,6340.59000000,6349.80000000,153.21586728
2018-11-03 00:00:00+00:00,6349.80000000,6350.82000000,6343.39000000,6346.12000000,109.77264338
2018-11-03 01:00:00+00:00,6346.12000000,6351.70000000,6345.00000000,6348.50000000,100.65709839
2018-11-03 02:00:00+00:00,6348.50000000,6351.60000000,6341.27000000,6345.00000000,101.78060041
2018-11-03 03:00:00+00:00,6345.00000000,6347.41000000,6341.18000000,6342.22000000,112.83456044
2018-11-03 04:00:00+00:00,6342.45000000,6343.37000000,6334.74000000,6337.01000000,101.00995462
2018-11-03 05:00:00+00:00,6337.01000000,6343.37000000,6337.00000000,6340.01000000,60.68642879
2018-11-03 06:00:00+00:00,6340.01000000,6343.37000000,6340.00000000,6340.49000000,50.32915579
2018-11-03 07:00:00+00:00,6340.49000000,6343.48000000,6340.32000000,6343.04000000,35.60362845
2018-11-03 08:00:00+00:00,6343.04000000,6346.66000000,6341.34000000,6343.50000000,31.24299204
2018-11-03 09:00:00+00:00,6343.50000000,6343.50000000,6315.91000000,6331.03000000,272.88747318
2018-11-03 10:00:00+00:00,6331.02000000,6333.95000000,6325.00000000,6330.01000000,53.12433825
2018-11-03 11:00:00+00:00,6330.01000000,6334.61000000,6325.55000000,6328.51000000,59.66821537
2018-11-03 12:00:00+00:00,6328.51000000,6332.87000000,6326.87000000,6326.88000000,85.33437809
2018-11-03 13:00:00+00:00,6326.87000000,6340.44000000,6318.00000000,6324.01000000,151.74670420
2018-11-03 14:00:00+00:00,6324.01000000,6329.78000000,6323.74000000,6327.68000000,110.78224092
2018-11-03 15:00:00+00:00,6327.68000000,6330.00000000,6326.65000000,6329.01000000,123.73064172
2018-11-03 16:00:00+00:00,6329.94000000,6329.94000000,6326.74000000,6327.54000000,95.10377482
2018-11-03 17:00:00+00:00,6328.18000000,6330.00000000,6326.01000000,6326.52000000,110.35258041
2018-11-03 18:00:00+00:00,6326.52000000,6329.89000000,6325.00000000,6329.56000000,131.73103758
2018-11-03 19:00:00+00:00,6329.55000000,6334.25000000,6327.38000000,6331.51000000,121.11948334
2018-11-03 20:00:00+00:00,6331.51000000,6340.00000000,6331.50000000,6340.00000000,106.93793075
2018-11-03 21:00:00+00:00,6340.00000000,6340.00000000,6329.00000000,6332.47000000,219.73689433
2018-11-03 22:00:00+00:00,6332.47000000,6335.41000000,6332.47000000,6334.93000000,96.51663770
2018-11-03 23:00:00+00:00,6334.93000000,6336.50000000,6329.47000000,6331.96000000,130.24366870
2018-11-04 00:00:00+00:00,6331.96000000,6331.97000000,6313.17000000,6326.67000000,257.21022054
2018-11-04 01:00:00+00:00,6326.67000000,6331.13000000,6326.62000000,6329.75000000,97.45929638
2018-11-04 02:00:00+00:00,6329.62000000,6332.50000000,6327.94000000,6332.50000000,115.55715281
2018-11-04 03:00:00+00:00,6332.50000000,6333.29000000,6331.47000000,6331.73000000,85.28599190
2018-11-04 04:00:00+00:00,6331.73000000,6332.66000000,6330.00000000,6330.38000000,81.30669017
2018-11-04 05:00:00+00:00,6331.00000000,6334.00000000,6329.44000000,6334.00000000,61.07090085
2018-11-04 06:00:00+00:00,6334.00000000,6345.00000000,6332.21000000,6335.69000000,206.87647096
2018-11-04 07:00:00+00:00,6335.69000000,6341.51000000,6335.69000000,6337.72000000,32.16547832
2018-11-04 08:00:00+00:00,6337.72000000,6342.00000000,6337.71000000,6342.00000000,32.49979664
2018-11-04 09:00:00+00:00,6342.00000000,6342.20000000,6335.32000000,6336.07000000,48.85340767
2018-11-04 10:00:00+00:00,6336.08000000,6340.00000000,6335.66000000,6338.99000000,41.02153352
2018-11-04 11:00:00+00:00,6338.99000000,6344.39000000,6338.98000000,6343.75000000,47.01704985
2018-11-04 12:00:00+00:00,6343.76000000,6345.03000000,6343.75000000,6345.00000000,49.22899671
2018-11-04 13:00:00+00:00,6345.00000000,6350.00000000,6342.05000000,6350.00000000,98.08891604
2018-11-04 14:00:00+00:00,6349.99000000,6351.00000000,6341.29000000,6351.00000000,113.64332748
2018-11-04 15:00:00+00:00,6351.00000000,6440.00000000,6350.99000000,6432.88000000,650.82671923
2018-11-04 16:00:00+00:00,6432.87000000,6432.88000000,6403.00000000,6406.01000000,372.52875261
2018-11-04 17:00:00+00:00,6406.00000000,6419.76000000,6401.33000000,6413.23000000,200.81411158
2018-11-04 18:00:00+00:00,6413.23000000,6464.15000000,6413.22000000,6434.98000000,595.32097871
2018-11-04 19:00:00+00:00,6434.97000000,6440.00000000,6426.81000000,6426.82000000,205.32994067
2018-11-04 20:00:00+00:00,6426.82000000,6427.38000000,6411.05000000,6413.44000000,180.33530613
2018-11-04 21:00:00+00:00,6413.44000000,6419.74000000,6411.40000000,6413.55000000,124.18540153
